StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q1-1,Q1-2,Q2-2-a_1,Q28_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q2-3,Q2-4-1,Q2-4-2_10,Q2-4-2_11,Q2-4-2_12,Q2-4-2_13,Q2-4-2_14,Q2-4-2_15,Q2-4-2_16,Q2-4-3_1,Q2-4-3_2,Q2-4-3_13,Q2-4-3_3,Q2-4-3_4,Q2-4-3_5,Q2-4-3_6,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q4-1-1,Q4-1-2,Q4-1-3_1,Q4-1-3_2,Q4-1-3_13,Q4-1-3_3,Q4-1-3_4,Q4-1-3_5,Q4-1-3_6,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_15,Q26_16,Q27_1,Q27_2,Q27_13,Q27_3,Q27_4,Q27_5,Q27_6,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,Q27_20,Q4-1-4_7,Q4-2-1,Q4-2-2,Q2-1-1,Q2-1-1_4_TEXT,Q2-1-2,Q2-1-2_3_TEXT,Q2-1-3,intent,Group,solutionOneEmpty,solutionTwoEmpty,solutionThreeEmpty,solutionFourEmpty,solutionFiveEmpty,solutionSixEmpty,solutionSevenEmpty,newSolutionOneEmpty,newSolutionTwoEmpty,newSolutionThreeEmpty,newSolutionFourEmpty,newSolutionFiveEmpty,newSolutionSixEmpty,newSolutionSevenEmpty
2021-08-21 19:29:16,2021-08-21 19:40:40,IP Address,85.247.14.223,100,684,True,2021-08-21 19:40:40,R_UMbDFl6NXHEAMyR,,,,,38.565704345703125,-9.0366973876953125,anonymous,EN,611fde1eba9483a37716cfa4,Yes,,,3,11.018,60.55,62.094,5,Trouble staying focused enough to study efficiently in university.,Yes,Pomodoro Technique.,Brute Forcing.,Studying in group with friends.,,,,,6,2,7,,,,,154.971,154.971,181.805,1,,,,,5.008,138.656,142.733,5,Problems studying efficiently (good progress in a decent period of time) in university. Since my 2nd year of university i've had a really hard time focusing on things that aren't very interesting to me and that happens with a portion of my university classes.,No,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,21,Male,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,,,,,,,,,,,
2021-08-21 19:32:41,2021-08-21 19:40:41,IP Address,73.235.35.65,100,480,True,2021-08-21 19:40:42,R_d05q27HptUfnTLX,,,,,37.3256988525390625,-120.49990081787109375,anonymous,EN,611333cee291bde949027ac3,Yes,,,4,3.435,125.618,127.148,5,There was been a recent problem at my workplace. The operations boss and the clinical boss do not get along. They have both been using me as a messenger to get their messages across. It is becoming problematic and it needs to be stopped.,Yes,tell them to deal with it on their own,tell them to stop using me as the messenger,,,,,,3,3,,,,,,,,,,0,0,68.888,0,2.972,51.5,52.313,4,"I have become the messenger between my two bosses that do not get along in the office and do not to be used in that way anymore. ",Yes,,,,,,,,tell them to sit down together and talk out their problems,,,,,,,2,2,,,,,,6,,,,,,,4,No,Never,I am,26,Female,,High school diploma/A-levels,no,IChing,false,false,,,,,,false,,,,,,
2021-08-21 19:32:27,2021-08-21 19:40:45,IP Address,87.196.72.31,100,497,True,2021-08-21 19:40:45,R_A0XQoFISKLBMnzH,,,,,38.7310028076171875,-9.137298583984375,anonymous,EN,V54713891,Yes,,,4,8.082,62.042,64.395,7,I have been dreaming  much more in the last weeks,No,,,,,,,,,,,,,,,15.086,163.132,183.435,3,,,,,14.095,87.129,87.9,10,"probably I'm dreaming to much because of the stress ",Yes,,,,,,,,Stress,No smoking,,,,,,,,,,,,,8,7,,,,,,4,,,I am,24,Male,,Technical/community college,no,Control,,,,,,,,false,false,,,,,
2021-08-21 19:25:27,2021-08-21 19:41:11,IP Address,105.12.0.196,100,943,True,2021-08-21 19:41:11,R_Q6waGKjdMS4ucxP,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,611e119ecbd642351478930d,Yes,,,5,4.762,199.587,207.136,7,"I just finished my Electrical engineering theory modules and the school requires one to have 6 months in-service training at a company of their choice before they graduate , I haven't got the training in 5 months and i've been home this whole time . it's stressful.",Yes,Continue searching,Search for any other work available,Go back to school and do a course that doesn't require training,Volunteer just to keep myself busy,,,,9,7,5,8,,,,0,0,185.513,0,,,,,42.335,238.814,240.099,2,"i finished my electrical engineering theory modules and the school requires one to have 6 months in-service training at a company of their choice , I haven't had luck of getting one in 5 months. One of my solution is to continue searching and applying for in-service training and also search for any other alternative jobs to do in the mean time.  ",Yes,,,,,,,,Do short courses,,,,,,,9,7,4,8,,,,9,,,,,,,5,,,I am,22,Male,,Technical/community college,no,Control,false,false,false,false,,,,false,,,,,,
2021-08-21 19:33:04,2021-08-21 19:41:19,IP Address,70.95.174.5,100,495,True,2021-08-21 19:41:20,R_2s7KLT4K586k5AV,,,,,32.8594970703125,-117.21240234375,anonymous,EN,60fe22db9b2e5a634ca8d4ec,Yes,,3,,1.302,161.459,162.798,6,"I have ""friends"" that have not really been so great to me in the past. I kind of cut them off from my life but I haven't confronted them about how they hurt me and about how I no longer want them in my life. They still think we're friends but in my mind, I do not consider them to be. I'm not sure if I should talk it out with them and possibly mend the friendship, or if I should slowly try to lose touch with them overtime without ever bringing how I truly feel up.",Yes,Confront them and tell them how they hurt me and tell them I do not want to be friends with them anymore.,"Confront them and tell them how they hurt me, see how they react, and maybe try to mend the friendship",slowly distance myself from them until we no longer contact each other,slowly distance myself so that i see them only once in a while,,,,6,7,9,4,,,,,,,,40.324,41.024,62.56,3,1.072,93.078,93.973,4,"I feel like even though confronting them it is the most therapeutic way to get closure, it is the one I am most afraid to do. I'm not worried about telling them how I feel, but I am worried about hurting them in the process even though they hurt me in the past. I also have no idea how I would bring it up, considering the fact that they don't think there are any problems between us.",No,8,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2,Yes,1-10 times,I am,20,Female,,High school diploma/A-levels,yes,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 19:37:02,2021-08-21 19:41:28,IP Address,197.185.113.211,100,266,True,2021-08-21 19:41:28,R_1dc8z4gOjXzfgWl,,,,,-33.91400146484375,18.41290283203125,anonymous,EN,611e4e89817d962204c47f61,Yes,,,3,3.243,29.443,30.438,4,"I still have an unpaid student loan, student debt ",Yes,Paying more for the monthly installment than required,"Get a personal load to pay off the study loan ",Get lucky and win the lottery,"Receive a study grant from a corporate company ",,,,9,6,10,5,,,,,,,,0,0,19.925,0,7.845,18.319,19.418,3,"Still the same problem in my eyes ",No,10,5,6,9,,,,,,,,,,,,,,,,,,,,,,,,,5,Yes,More than 10 times,I am,27,Female,,Graduate degree (MA/MSc/MPhil/other),no,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 19:35:44,2021-08-21 19:41:37,IP Address,187.184.24.179,100,353,True,2021-08-21 19:41:38,R_2wp4ggptKiDIrMx,,,,,20.975006103515625,-89.61280059814453125,anonymous,EN,5f03b3b971bc252ecfb212f7,Yes,,5,,2.229,51.676,52.829,2,"I need to find new ways to gain money without and oficial work, because im not yet vaccinated and im afraid to get sick ",Yes,Homeoffice,Callcenter from home,Create a only fans account,,,,,10,7,3,,,,,,,,,50.786,54.43,55.543,3,5.976,43.001,44.011,2,"I don't know how to earn money at the pandemic ",No,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,Never,I am,21,Male,,Undergraduate degree (BA/BSc/other),yes,IChing,false,false,false,,,,,,,,,,,
2021-08-21 19:37:40,2021-08-21 19:42:22,IP Address,72.131.82.252,100,281,True,2021-08-21 19:42:22,R_332YbacsletP6Du,,,,,42.5605926513671875,-87.82900238037109375,anonymous,EN,61082f539671578b5215cbef,Yes,,,5,2.806,39.3,40.455,6,I need to make more money.,Yes,Talk to boss,Get a different job,,,,,,7,3,,,,,,,,,,68.537,68.537,84.833,1,7.344,26.769,27.361,3,"I want my employer to pay me more. ",No,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,1-10 times,I am,33,Female,,Undergraduate degree (BA/BSc/other),no,IChing,false,false,,,,,,,,,,,,
2021-08-21 19:36:17,2021-08-21 19:42:28,IP Address,107.179.166.102,100,371,True,2021-08-21 19:42:31,R_1mQNccXVmxBErlV,,,,,42.9925994873046875,-81.3321990966796875,anonymous,EN,6102fa60aae1a0c56b0c30a5,Yes,,3,,3.979,19.971,20.892,2,"i am on a waitlist for a course that i need to complete my degree, and i'm not sure if i'll be able to get off the waitlist in time",Yes,wait and hope for the best,email them about skipping the waitlist,take the counsellor suggested replacement course in the summer and fill the spot with other courses,,,,,7,9,5,,,,,0,0,203.949,0,,,,,3.473,23.425,23.951,4,"i'm on a waitlist for a course i need to graduate, and if i don't get it i'll have to take more courses in the summer",No,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,18,Female,,High school diploma/A-levels,yes,Control,false,false,false,,,,,,,,,,,
2021-08-21 19:36:48,2021-08-21 19:42:51,IP Address,73.224.168.117,100,363,True,2021-08-21 19:42:52,R_22RekSMA8162hAQ,,,,,30.31219482421875,-81.72429656982421875,anonymous,EN,6111dbe985f809c17943f373,Yes,,,5,1.913,67.029,68.019,3,"My partner and I tend to argue over little things on a daily basis. A lot of the arguing isn’t so much about the current issues more than it is expressing resentment towards each other about the past. ",Yes,Express reasons for resentment.,Is it a personality issue or something can be fixed?,Individual therapy,Couples therapy,Communicating our issues openly,Letting go of the past,"Not stressing about small things ",6,2,9,10,4,10,10,,,,,0,0,47.622,0,1.622,42.022,42.975,2,"Will my partner and I have the relationship we want to have? Will we able to let go of the resentment towards each other? ",No,3,2,10,10,6,10,10,,,,,,,,,,,,,,,,,,,,,,5,Yes,1-10 times,I am,25,Female,,Technical/community college,no,IChing,false,false,false,false,false,false,false,,,,,,,
2021-08-21 19:39:53,2021-08-21 19:42:53,IP Address,73.238.8.117,100,180,True,2021-08-21 19:42:53,R_bJV4xDPFeiUzGM1,,,,,43.701904296875,-72.2826995849609375,anonymous,EN,611666a95ae1db3cff681f5f,Yes,,,3,9.178,11.2,25.736,2,"My problem is having to ask my landlord for the third time about getting a valid lease. ",Yes,Asking my landlord for the lease,Asking my other landlord for the lease/to ask my main landlord for the lease,,,,,,8,4,,,,,,,,,,0,0,31.717,0,3.003,18.147,18.866,2,"My problem is having to decide who to ask again for my lease. ",No,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,1-10 times,I am,21,Female,,Undergraduate degree (BA/BSc/other),no,IChing,false,false,,,,,,,,,,,,
2021-08-21 19:32:32,2021-08-21 19:43:33,IP Address,41.13.204.41,100,661,True,2021-08-21 19:43:33,R_2bIP7agK87iSzuO,,,,,-34.0485992431640625,18.4810943603515625,anonymous,EN,611d2d0cd6d887b155d06566,Yes,,5,,5.135,155.108,156.27,4,"I have disagreements with in laws on how to care for, support and raise my sister's children after her passing. There are also issues with neglecting previously agreed upon decisions regarding my sister's gravesite",Yes,"Sit down and talk to the husband again to reach an agreement ",Call a family meeting with all the immediate relatives to try resolve the issues,,,,,,4,6,,,,,,,,,,4.409,13.135,34.091,3,16.712,108.425,109.24,6,I'm not sure why the previous picture information fits in with the survey. I got a bit unnerved because I don't necessarily believe in the concept discussed,Yes,,,,,,,,"Regard the picture as purely for information purposes ","Do not take it personally ",,,,,,4,6,,,,,,6,7,,,,,,5,No,1-10 times,I am,35,Female,,Graduate degree (MA/MSc/MPhil/other),yes,IChing,false,false,,,,,,false,false,,,,,
2021-08-21 19:25:10,2021-08-21 19:43:47,IP Address,168.182.174.179,100,1116,True,2021-08-21 19:43:47,R_1H8fToWsdH0FdTO,,,,,38.7176055908203125,-9.3970947265625,anonymous,EN,5d2b7782d7d4940001e631e5,Yes,,,3,6.165,500.891,501.881,22,"I'm a shift manager. Half of my team doesn't have any kind of responsibility, acting in a toxic way towards the rest of the team. The owners of the business and managers above me, won't solve the problem, some don't care anymore while others make it worse (contributing and encouraging the toxic behavior)",Yes,leave,ignore and starting not to care,,,,,,8,2,,,,,,111.774,111.774,184.834,1,,,,,93.615,215.824,219.693,5,"I'm a shift manager, working with people with no responsibility nor respect for others and my superiors don't care and contribute for this behavior",No,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,I am,30,Female,,Technical/community college,no,Control,false,false,,,,,,,,,,,,
2021-08-21 19:36:51,2021-08-21 19:43:48,IP Address,84.65.15.52,100,417,True,2021-08-21 19:43:49,R_2wLmdPRhIIKczkh,,,,,51.4351043701171875,-2.541900634765625,anonymous,EN,5d66f087b664860018f4d505,Yes,,4,,10.504,59.582,60.553,3,My partner since covid is so anxious I cant leave the house without him having to come with me,No,,,,,,,,,,,,,,,43.776,176.413,182.525,7,,,,,18.76,72.921,73.747,4,My partner won't let me leave the house since covid with out him he's so anxious. Its suffocating,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,33,Female,,High school diploma/A-levels,yes,Control,,,,,,,,,,,,,,
2021-08-21 19:38:59,2021-08-21 19:44:06,IP Address,65.188.55.23,100,307,True,2021-08-21 19:44:06,R_diBO7xd9RQQIyUV,,,,,34.1107940673828125,-81.19499969482421875,anonymous,EN,611fd019514179e85e80a7ee,Yes,,5,,1.556,14.844,16.252,2,Ongoing familial problems.,Yes,Stop communicating with them.,Ignore them.,,,,,,9,9,,,,,,,,,,44.412,45.766,46.985,3,3.231,27.599,28.215,5,My problem isbeing annoyed,No,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Yes,1-10 times,I am,33,Female,,Doctorate degree (PhD/other),yes,IChing,false,false,,,,,,,,,,,,
2021-08-21 19:29:17,2021-08-21 19:44:19,IP Address,172.117.0.233,100,901,True,2021-08-21 19:44:19,R_urmc0BSYlCvQ5mV,,,,,33.8697052001953125,-118.36930084228515625,anonymous,EN,6100e8dc6430cf44872e276f,Yes,,5,,2.553,267.198,391.227,4,I'm getting my PhD in biomedical engineering and one of my professors invited me to Ukraine for a once in a lifetime opportunity there. It would be for an entire semester but I have a life at home that I'm not ready to leave. I want to spread my wings and fly but I don't know if I'm ready. Go bruins!,Yes,Don't go.,"Go. ","Break up with my girlfriend. ","Do long distance. ","Stay at UCLA. ","See if there's a position in LA. ","Ask for another opportunity. ",7,5,1,2,4,9,10,0,0,251.462,0,,,,,1.619,39.75,40.674,2,"I either go on this amazing trip for a semester and work alongside great innovators or I stay in school and be close to my friends, girlfriend, and family. ",No,7,8,1,5,4,8,9,,,,,,,,,,,,,,,,,,,,,,4,,,I'd prefer not to answer,,Male,,Doctorate degree (PhD/other),yes,Control,false,false,false,false,false,false,false,,,,,,,
2021-08-21 19:38:22,2021-08-21 19:44:39,IP Address,172.58.157.117,100,377,True,2021-08-21 19:44:40,R_2Vfry3xRu2pL1ML,,,,,35.2368927001953125,-80.89569854736328125,anonymous,EN,5fd847c290a61318c20d2331,Yes,,,2,6.967,43.041,43.461,6,"I spend too much money and it’s hard for me to save.
",No,,,,,,,,,,,,,,,35.028,154.481,227.071,5,,,,,7.643,40.724,41.312,3,"Saving money to buy a car is hard. I usually spend it as fast as I make it ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,18,Male,,High school diploma/A-levels,no,Control,,,,,,,,,,,,,,
2021-08-21 19:37:34,2021-08-21 19:44:40,IP Address,189.178.163.167,100,426,True,2021-08-21 19:44:40,R_1nZWNYJsLtp6S9B,,,,,20.6710052490234375,-103.32990264892578125,anonymous,EN,566bdeb3beaf21001240085a,Yes,,,5,1.354,35.26,38.428,2,There's a girl that is going to be forcefully married and I want to find a way to help her.,Yes,Convince her to find a way to run away on her own.,Ask her to come here.,Giving her financial support.,,,,,4,7,2,,,,,0,0,185.919,0,,,,,1.179,5.191,31.315,3,My friend is going to be forcefully married and she can't do anything unless she leaves.,No,6,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,34,Other (Please describe if you wish),,Graduate degree (MA/MSc/MPhil/other),no,Control,false,false,false,,,,,,,,,,,
2021-08-21 19:39:17,2021-08-21 19:44:49,IP Address,174.93.104.50,100,331,True,2021-08-21 19:44:49,R_qPCWzD33R8zY1i1,,,,,45.401702880859375,-74.03350067138671875,anonymous,EN,610757c38939ee51c9d536c6,Yes,,,4,7.448,31.322,33.379,7,Find the path of my career,Yes,Do a short educational program,Do a long educational program,Find a job that I might like,"Stay at my current job ",,,,10,5,8,2,,,,,,,,36.684,49.866,68.99,14,8.205,65.38,66.514,9,"I am looking for a new path in my life, it is a very hard decision. Thinking about it make it even harder.",No,10,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,1,No,Never,I am,23,Female,,Technical/community college,no,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 19:38:38,2021-08-21 19:45:04,IP Address,81.193.210.224,100,385,True,2021-08-21 19:45:04,R_28XUKR8rGI7gpdR,,,,,38.682098388671875,-9.1620025634765625,anonymous,EN,6111a87e98c60385008fe0c3,Yes,,,5,1.345,45.377,46.947,5,I have a job offer to another country that I am tempted to accept and I have yet to tell my current boss,Yes,Tell my boss I can't work with him anymore,Tell my boss I'm moving to another country,Tell my boss I can only work for some hours,,,,,3,6,8,,,,,,,,,44.738,44.738,89.321,1,0.895,44.337,72.397,6,I don't know how to tell my boss I want to move to another country but at the same time I also don't want to miss out on the opportunitie,No,4,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,Never,I am,23,Female,,Graduate degree (MA/MSc/MPhil/other),no,IChing,false,false,false,,,,,,,,,,,
2021-08-21 19:34:18,2021-08-21 19:45:12,IP Address,151.210.230.187,100,653,True,2021-08-21 19:45:12,R_8vJtwuRzuWhhG6d,,,,,-36.8506011962890625,174.767913818359375,anonymous,EN,60fdd9391b08d7b21e4bf78f,Yes,,5,,4.243,71.962,74.104,3,I work for a good friend of mine as a bookkeeper and administrator. I like the bookkeeper work but hate the administration work as it always feels like I get the tasks that no one else wants to do.,Yes,Tell my friend that I don’t want to do the administrative work,Quite all together,Continue as it is now,Try to learn to live with the tasks I don’t want to do.,Speak up and tell others that they can do the work themselves,,,6,1,3,2,4,,,167.981,167.981,182.073,1,,,,,7.819,67.452,82.39,3,That I should talk to my friend who is also my manager about the fact that I do not enjoy doing the administration tasks that I have been doing of late.,No,7,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,28,Female,,Graduate degree (MA/MSc/MPhil/other),yes,Control,false,false,false,false,false,,,,,,,,,
2021-08-21 19:40:59,2021-08-21 19:45:18,IP Address,86.138.41.223,100,258,True,2021-08-21 19:45:19,R_2pQASRuBNqdiPWY,,,,,51.5113983154296875,-0.331207275390625,anonymous,EN,6112b97c1b334bdbef0a4e3a,Yes,,5,,2.129,24.177,24.471,3,Im looking for an apprenticeship that suits me but havent found a good one as yet.,Yes,look around,sign up for newsletters about them,get emails about them,speak to an employment agency to see what they find,,,,6,7,8,9,,,,,,,,0,0,0.796,0,0.905,62.583,63.57,9,Looked around for apprenticeships but none were interesting to me that were close enough. so i spoke to an employment agency and im waiting for a response,No,8,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,4,No,1-10 times,I am,18,Male,,High school diploma/A-levels,yes,IChing,false,false,false,false,,,,,,,,,,
